"GSM380517"	"GSM380518"	"GSM380519"	"GSM380520"
"CDKL2"	5.03163881345277	5.15530328875092	5.34167280137906	6.15420022666235
"CDKL3"	5.00332477013814	4.95397100920998	4.99841396497324	5.63721325422359
"CDKL5"	4.4799883647111	4.38043591792391	4.62850463226133	5.32297098767802
"CDKN1A"	7.86378200689917	10.0252452223525	8.70861176801988	7.86986432625671
"CDKN1B"	9.07140806713972	9.8096360628258	9.69052236350104	8.4710847576648
"CDKN1C"	8.47324556303343	10.1370970353083	7.95500955185608	5.73835361220848
"CDKN2A"	6.97894343553691	7.25275641044062	7.01123872248384	5.57963366812116
"CDKN2AIP"	7.37473142782863	7.59821315172507	7.2211447972741	5.56875112014914
"CDKN2B"	4.6123654783632	4.79491445693733	4.88890277711585	5.08968035116377
"CDKN2C"	8.09949759497773	10.1622057272381	7.96535027275594	7.01080877950045
"CDKN2D"	4.62236023363806	4.99057326920811	5.35005488847843	4.84254507666883
"CDKN3"	8.9034895523208	9.09260291561046	8.63555297507092	7.03238608879639
"CDO1"	6.01509460446337	4.31354416174837	7.0593536065163	5.23729936544252
"CDON"	4.93363161474238	4.97902452400079	4.91268774781463	5.6711700128997
"CDR1"	3.24772922213507	3.90365641109564	3.50607665358989	3.59636318313791
"CDR2 /// LOC101060399"	6.73012955898738	6.2877939902553	6.40847149210697	6.35526631673843
"CDR2L"	5.70990220871197	7.32504380980974	6.17324827687557	6.67797526090425
"CDRT1"	4.38421160694578	4.3927531846082	4.82314277381375	4.96209769116936
"CDS1"	5.83794511104619	5.42236176944811	5.12304434285039	6.08059106174566
"CDS2"	7.20559285223712	6.48415528854956	7.02350141363241	6.98536857146328
"CDSN"	5.03356799336373	5.10176635788382	5.34439510644852	5.95116139967442
"CDT1"	6.97691992791847	5.85070811451593	5.76657666649048	5.43576240143421
"CDV3"	7.78499051106276	7.26281274194229	7.55134657801703	7.51968740519479
"CDX1"	5.90971197809856	6.02241046822454	6.25751290127815	6.422456939907
"CDX2"	5.25857333627632	5.24015002739095	5.43656451264231	6.06807157095082
"CDX4"	4.32584636885955	4.33095680556817	4.45012970130906	4.29160386964927
"CDY1"	3.22169461384871	3.38444898522119	3.46286238877081	3.38853769987299
"CDY1 /// CDY1B /// CDY2A /// CDY2B"	4.17587535452215	4.45156925472302	5.01271641160936	4.95009966434479
"CDYL"	7.32824510247173	6.79300363997973	6.43037891128692	6.57787033712744
"CEACAM1"	4.75822458982447	5.50070585962103	5.17563940437869	5.90764598241139
"CEACAM21"	4.45601133292064	4.58014723444486	4.74052228276711	5.26495582029824
"CEACAM3"	5.54575935866129	5.51197708777009	5.78167286050576	6.46340118792082
"CEACAM4"	5.30060381207096	5.14216360253915	5.49794142368617	6.09966211757326
"CEACAM5"	5.44107545068344	6.09879821453606	5.78803974906472	6.11223413257934
"CEACAM6"	5.97112826637079	7.47374905303855	5.78881837178325	6.63152209446715
"CEACAM7"	4.10645276890993	4.72973466063615	4.31076180203681	5.05299833939978
"CEACAM8"	3.31480834404112	3.4015511866192	3.49362365338897	4.18037697355531
"CEBPA"	6.0420116205103	5.63316097034573	5.78825924240482	6.73892258036446
"CEBPA-AS1"	7.20189406704207	7.05059452683405	7.28842602472117	8.06536548816118
"CEBPB"	9.03762354519657	8.39323519827837	8.99264194705664	8.90582825701022
"CEBPD"	6.94827981367763	7.21538371540242	6.45063179549319	6.43545170847167
"CEBPE"	4.90263042555938	4.9532663160898	5.05009734022349	5.95722757094671
"CEBPG"	6.88558017951237	6.31184667912251	7.54259210263366	6.12455013168453
"CEBPZ"	7.73469746534408	7.18091940105495	6.97850246573411	7.33143539967212
"CECR1"	7.79530749158338	8.55745835462362	8.8229093276069	8.63733153999503
"CECR5"	8.10072754485834	8.25294418378499	9.3175283902033	8.87704965168914
"CEL"	4.63558987600937	5.31629307305433	5.29422590544356	5.05553302747497
"CELA2A /// CELA2B"	3.77215578821497	3.74309443869471	3.84209239294811	4.12488313022773
"CELA2B"	3.97424601143167	4.10344304098528	4.19565842236815	4.62368642233935
"CELA3A"	4.92551403924652	4.91455417915143	8.96916460597714	5.65079202986632
"CELA3B"	5.15617276835716	5.12350053800139	8.71323430148213	6.23935644970032
"CELF1"	8.29001027864432	7.7288621922988	8.41495079172875	7.42664671909464
"CELF2"	5.13667235364813	6.10884609817406	6.69097957266922	7.48093586841548
"CELF3"	5.67864406956038	6.03173347364974	6.42353348928535	6.59649537898671
"CELP"	4.79014632117895	5.50543164145757	5.23864044229283	6.03917657338595
"CELSR1"	4.41717690424566	4.44881629869482	4.35141563268957	4.61389784008067
"CELSR2"	7.22169125125814	8.20029299559057	7.3539512765983	7.0466424169139
"CELSR3"	6.77920800462588	8.79496408599229	7.93047848863875	6.822582258778
"CELSR3-AS1"	5.33959470947708	5.35994236877796	5.8531705671474	6.62968879077998
"CEMIP"	4.65373214290247	5.82182566016243	5.49508201318215	6.68733890844899
"CEMP1"	4.95905939978702	5.09450920996879	5.11125178140787	6.10132784300378
"CEND1"	6.05051396658454	6.29110840454781	6.60440443057491	6.41113150675377
"CENPA"	7.24072504280423	6.83629394294924	7.28103114098528	6.84048614725719
"CENPA /// SLC35F6"	8.51089871130929	8.14884396418364	8.31028288825655	7.49253506302662
"CENPB"	6.64918664025636	5.64958022033457	6.17508426591203	5.85518622758943
"CENPBD1P1"	6.76782422739726	6.62983163291013	6.25596391736448	6.05408603143516
"CENPBD1P1 /// RPL23AP7"	5.03114874740075	5.20915820230946	4.83697605628374	5.49421397511677
"CENPC"	6.18350027778476	7.60699583859659	5.7604721898518	6.01496686931566
"CENPE"	8.1685482287371	7.91201921752415	7.84835864980418	6.45034423454351
"CENPF"	6.82935699042384	7.52333037101485	8.16732010202184	6.58057337035408
"CENPI"	5.80971702766639	6.30390602678145	5.96079538623272	5.75581409061982
"CENPJ"	5.12734861670276	5.39024745995589	5.23171327077461	6.05214187797611
"CENPM"	7.44015375089178	7.24016209224585	7.21303861964773	7.00632045073132
"CENPN"	7.62119146613665	6.28803847016619	6.32854369961171	6.00820271185778
"CENPO"	5.16269429944187	5.21152368030192	5.57162113081924	5.65985970155842
"CENPQ"	6.18128960491296	5.28186309510852	4.10477825272578	4.15239325779721
"CENPT"	7.01912189402146	6.42139401987644	5.89673787426764	6.00758779000152
"CENPU"	10.0247252789098	10.6808539131121	9.76190205000512	9.0286126555303
"CEP104"	5.9450025147946	6.77030609746094	6.46581665400416	5.66808781654678
"CEP112"	4.42043903066213	4.95601653023546	4.38868232751038	4.9532663160898
"CEP131"	6.88373393772231	7.08559942970582	6.28656099933515	5.30668851881875
"CEP135"	6.04731736385917	5.11697273178197	5.02758331778183	5.04439421335844
"CEP152"	4.43471914670913	4.88164280288112	4.54260278979295	4.09998918930387
"CEP162"	7.07619128505504	6.89345479048457	6.13869189191083	6.87227965618167
"CEP164"	5.90120507032731	6.12678120629501	6.63514268085931	5.85195517727056
"CEP170 /// CEP170P1"	7.39076659892691	9.20793082670173	9.3534027652174	8.08574327818019
"CEP170B"	8.08674732643568	7.78888197276793	6.8136956817891	8.33507665547208
"CEP192"	6.75625410217581	8.64730289331858	6.48067114693378	5.30934430096905
"CEP250"	6.26153273787787	6.84292404679494	6.5272397539445	6.77234902239342
"CEP290"	5.99464387721295	5.79769993952744	5.79670985863013	6.10515213352946
"CEP350"	9.16473812796553	8.10955202349816	8.77907607062298	7.22532132347169
"CEP41"	5.41065472719368	6.40360934008101	5.72872441614939	6.19360773363764
"CEP55"	8.09095936034055	7.14386161617613	7.71198631687194	5.8318024672345
"CEP57"	6.03416624781418	7.78450912883695	7.08227550285509	6.38393310501931
"CEP63"	7.2291616792406	6.93942550371681	6.74426319875411	6.92125427155668
"CEP68"	7.2936066902525	7.79980112656742	7.60976777752291	6.6761110241236
"CEP70"	8.63443377320423	7.64497454416374	8.11394808009548	7.31547544004207
"CEP72"	7.22190082574869	7.29664603528956	6.37316179172558	6.55555041348664
"CEP76"	6.54462919775377	7.21774392227761	7.10859508207453	6.00623685103576
"CEP83"	6.04606296505885	5.24705286510187	5.49000595065705	5.35202347764156
"CEP85"	6.50412509212196	7.18379085924706	7.6350787616714	7.26191113123452
"CEP97"	5.18542574903067	5.68466130739302	5.43378802767324	5.57591742935282
"CEPT1"	6.2959988642579	6.36694610370273	5.46267231513652	6.2779878731584
"CER1"	4.68623893112858	4.96409839352273	5.12744598448704	5.59021844914905
"CERK"	7.23613919731197	8.11419147194375	8.28726514482649	8.25919016431848
"CERS1 /// GDF1"	5.05310427157971	5.04069064617988	5.19054993326754	5.75343552415804
"CERS2"	9.6762768319281	8.8505678800288	9.35775384634729	7.44051626758467
"CERS4"	4.90055821749771	6.50846439723554	5.76506652785796	5.29755305340584
"CERS6"	8.09791957460718	8.41565147113086	8.13761208741309	7.94756816971861
"CES1 /// LOC100653057"	6.79294746653417	4.90568313473143	5.33417413487894	6.11481458559246
"CES1P1"	4.64603435472003	4.45794191576856	4.98663888746853	5.27450406162505
"CES2"	7.73446802383907	6.79760724929502	6.85803019476027	7.30252077295301
"CES3"	7.24538215354154	6.8350106286227	7.90097180911682	7.9495779475455
"CETN1"	5.59545465239682	5.961894086928	6.25502380773012	7.12884620943122
"CETN2"	9.71283825082424	10.0240394947961	8.83423894517194	7.01820841551808
"CETN3"	7.55017307781929	8.42285101842019	7.49352608878998	6.96929795129186
"CETP"	4.67870214386669	4.79761914573037	4.91469331507756	5.95651821744473
"CFB"	6.21799752425408	4.9876419924607	5.44404807253339	5.72082454114736
"CFD"	6.331716221369	4.94229882247352	5.11667875238686	5.99358891593347
"CFDP1"	7.77247123805332	6.45237205485823	6.47225926502654	5.20768002566894
"CFH"	5.00197603477713	4.54914676394154	5.30563167290142	6.19963479978639
"CFH /// CFHR1"	4.93119699719823	4.17685101131978	4.89934995792373	5.37947424056537
"CFHR2"	4.13152970180525	4.52831736841526	4.70221701353188	4.83391924748735
"CFHR4"	5.39320592072776	4.55105072214447	4.68300376928302	5.42827532604266
"CFHR5"	3.35316476432775	3.57201471960199	3.54264898610112	4.37831640750211
"CFI"	5.17528198726628	4.93205889959012	5.38182273998525	6.1456742667833
"CFL1"	12.7564479852053	12.3304991443787	12.9998437977445	12.8340489032872
"CFLAR"	5.64496868025889	5.7934406455923	5.80208718028865	6.31772271568414
"CFP"	4.03750634482068	3.99671768095567	4.14746474205567	4.94811494087191
"CFTR"	3.86374470915597	3.88493468779091	4.09372110703667	4.72024618900694
"CGA"	4.64782674524813	4.95132883909955	5.31556115605065	6.1513622813557
"CGB /// CGB1 /// CGB5 /// CGB7 /// CGB8"	5.08043011679944	4.89154095249088	5.13438868511666	6.3322202817221
"CGB1 /// LHB"	6.13307278791089	5.9536662483267	6.30987096993714	6.59772056344309
"CGGBP1"	7.230684570957	7.73195036622142	8.23423778666513	7.13876841049469
"CGREF1"	4.9856548503229	4.44170650983548	4.80475221312855	5.57344489554213
"CGRRF1"	7.07740921478352	7.33384298761863	6.11432276649574	4.79720718815152
"CH25H"	4.20588332225522	4.17847756025691	4.32409845726587	4.57027222466189
"CHAC1"	5.67939444666495	5.89834340141891	6.46130757866023	6.4770015172475
"CHAD"	5.13237584705539	5.58401880216684	5.5103266535776	6.25943695405499
"CHAF1A"	7.30493286687692	7.53889310941363	6.92770659173307	6.93660192594014
"CHAF1B"	6.64644505290174	7.09931070244279	6.46623915641444	6.13846434099528
"CHAT"	4.28538607747933	4.28091253854435	4.50598603858632	4.569042116588
"CHCHD2"	12.0684043802735	11.5791533896703	11.5569250550382	10.2088001069212
"CHCHD3"	8.58182171335105	8.09307627969591	8.5183987546482	7.82486063634629
"CHCHD7"	8.56006130006267	7.53760139079704	7.68104284115486	8.4627400602879
"CHD1"	7.06296611549833	7.72922224771233	6.79921993183111	5.39987990889009
"CHD1L"	8.03788758301157	7.39756984489851	7.48844125233723	7.21644064494191
"CHD2"	4.01949052131835	4.18174818028406	4.51883295716527	5.44072780703863
"CHD3"	7.10509165172678	6.70648276099308	6.79276932972344	7.23857264215006
"CHD4"	8.475283843197	8.44559001272828	8.78045543240443	8.13966327730503
"CHD5"	4.75068107263909	4.6195272313214	4.76176517611804	5.24482655023005
"CHD7"	5.19303452022198	6.21632193516879	6.1553354220548	5.92788353922735
"CHD8"	8.90800011034618	8.9493640338589	8.3239257364189	7.11394903653557
"CHD9"	6.27213392193745	6.39126803644339	5.67003407999226	4.94208594593266
"CHEK1"	7.26950526665788	5.99323772057471	6.14467782841932	5.52148792282057
"CHEK2"	7.37683200678673	7.25731491596004	6.58974730830009	5.94971533574272
"CHERP"	7.33787237704421	7.50849336240108	8.05551699047903	7.796965057957
"CHFR"	7.98154684906825	7.45390835344245	7.70622624249236	6.72959665442624
"CHGA"	6.61734139707533	9.88519172858874	9.22464681622433	6.4870985889828
"CHGB"	4.50541336854979	8.94873656119601	9.5925578125034	4.37901020572229
"CHI3L1"	5.04106241428542	4.67402579514063	5.36881576237029	6.91832050331685
"CHI3L2"	5.34690327606903	5.40739777906164	5.94208368328877	6.58165723746695
"CHIA"	4.77190589077827	5.1445122405526	5.53866349743131	6.04528766902687
"CHIC2"	7.61055098146787	7.00451419987662	6.59523424818062	7.06901990064924
"CHIT1"	4.15158806729831	4.19275604689571	4.85979112874357	5.89598332928458
"CHKA"	5.99966369331081	7.92033839140531	6.48331934230206	6.39723126147194
"CHKB"	7.40642866752099	7.3950283243966	7.17222740255535	7.76487028918564
"CHKB-CPT1B /// CPT1B"	6.58599642733759	7.49822380532537	7.04896728606288	6.88765815743045
"CHL1"	3.90646012262586	4.57854743329304	3.69314526070668	4.77822415914385
"CHM"	4.06700737695038	4.25282299557425	4.0388986678399	4.22568972115593
"CHML"	4.34398275783229	4.0242019083847	4.14582341021493	4.2300644742895
"CHMP1A"	7.88207605891868	6.92719314477515	6.98362256913333	6.56184740545803
"CHMP1B"	6.90810487449971	7.12424281317259	6.87517525627389	7.28488544397785
"CHMP2A"	8.28084422871078	8.46073368576918	7.94577322204139	6.51119594819579
"CHMP2B"	7.2628997119893	8.32591585016519	7.11945709002868	6.65873646290875
"CHMP3 /// RNF103-CHMP3"	8.66864860725398	8.16391670283005	7.36944247395483	8.54563829208583
"CHMP4A /// TM9SF1"	7.5113985578291	7.7992614283964	6.7857969271726	6.70330969982564
"CHMP5"	8.65309813788886	9.12382907728358	7.93998384961759	8.28300541529644
"CHMP6"	6.77594482459795	6.49502409603174	6.54314899887888	6.94235915048863
"CHMP7"	7.32947623358033	8.71457799951795	7.52702044625855	7.0929534966665
"CHN1"	7.0372301888225	8.15649442462324	7.21849238112416	6.44277276001427
"CHN2"	5.02525844899976	8.34562227668651	6.2967990401521	6.15814387261776
"CHODL"	5.9346176259994	5.0632832361099	8.09314154622863	6.02330655359389
"CHORDC1"	6.76674557425082	8.2131938759896	7.65785867720255	7.96304128545003
"CHP1"	6.33804072463614	5.89273208685013	6.13014332929177	6.47113198488633
"CHP2"	4.94573894274869	4.96303699730532	5.65814744225705	6.22253913972961
"CHPF"	6.56266832451379	6.33273076471165	6.81769573241751	6.91627428078262
"CHPF2"	6.77347339678474	6.06501938145357	6.39869547182658	6.69269601871139
"CHPT1"	7.94490698887757	6.53058016247397	5.78649626821916	8.69755295649689
"CHRD"	5.31319070444347	5.00511570818097	5.39489340244292	6.09843571587749
"CHRDL1"	7.76787766997175	4.59454274679619	5.07695325386101	7.70330368695215
"CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361"	5.93293079930055	4.32510907320962	5.1445122405526	4.97291438905743
"CHRM2"	4.40608509077811	4.54684782903365	4.62899957278357	6.08993625124158
"CHRM3"	5.60560370155606	4.02656511570923	4.7070013255222	5.07560320586756
"CHRM4"	5.78278118039208	5.57315524252634	5.7702391542131	6.4866734487528
"CHRM5"	4.86904805406546	4.76321191124311	5.12723877499999	6.31320885180718
"CHRNA1"	3.86624339576544	4.86938252906367	6.03191807556036	4.6452288621168
"CHRNA10"	5.15646237255825	4.64823006897196	5.12319091549627	5.78765249301045
"CHRNA2"	6.12285826184738	6.09700990111592	6.74631055989444	7.21723326160492
"CHRNA3"	5.57624525616755	7.81875731813116	6.65958989643263	6.38688285382398
"CHRNA4"	4.24357359055941	4.39832769491965	4.51884840545324	4.94835002014954
"CHRNA5"	4.82449797829853	5.52404992900557	5.09559390628654	5.00397398107025
"CHRNA6"	4.691827161595	4.67333695437303	5.00961496806265	5.41536861475774
"CHRNA9"	3.91182843651948	4.00213990278518	4.47933302180776	4.695131424627
"CHRNB1"	4.52763026560567	4.63830027778566	4.79474640606837	4.70868419080013
"CHRNB2"	6.99703485612053	7.0660245582268	7.4340990699519	7.90854229304073
"CHRNB3"	4.10043631164374	4.24397862888745	4.31105530775976	4.58779040835882
"CHRNB4"	3.46056076175875	3.73722547857386	3.71082453424688	4.19818422476794
"CHRND"	4.45328627778911	4.59703686362311	4.76302914495786	4.88310765383908
"CHRNE"	4.75464717898882	4.60371719200949	5.16624632375079	5.70185912944983
"CHRNG"	5.85775037902607	6.05737172014294	6.44115557802427	6.91477428598975
"CHST1"	5.36580305148421	5.22382599364801	5.76365248631546	5.42505921503445
"CHST10"	6.92074039834485	6.77018991725359	7.10125999249836	7.10365960261322
"CHST11"	4.4340205942444	4.90842196324763	6.96029076137536	5.11193434190152
"CHST12"	7.10589261576369	6.39030517450209	6.51574006156721	6.91477428598975
"CHST15"	7.0081364028013	6.11001138930977	5.78957332795576	6.93682659439181
"CHST2"	4.48492030103626	6.64084522403238	5.87205376950264	4.72791223561855
"CHST3"	5.73473418461559	5.94997156000354	5.66912444770223	6.26155368858373
"CHST4"	5.40379775940529	5.3134521187523	5.52110538819257	6.7401289678361
"CHST5"	5.61896606282292	5.32997203707199	5.91691463785699	6.31840853354243
"CHST7"	5.73471434572188	5.79550194366877	5.91348576035642	5.37102956067712
"CHST8"	6.18963803105197	6.37922326501082	6.81086405176026	7.25210970212334
"CHSY1"	8.47394154973737	7.46494494429525	8.1800596407753	8.55793997568075
"CHTOP"	8.90359213759356	8.24863533853335	9.16135202324359	7.59674729048052
"CHUK"	6.39075271418863	5.51533798967082	5.08974995279934	5.02118320150078
"CHURC1-FNTB /// FNTB"	5.94445477845824	5.94983900318706	5.72844767262442	5.89394548897801
"CIAO1"	7.75228664392744	7.01401512812184	6.93172026003415	6.96924720591259
"CIAPIN1"	8.46016446738296	7.62394432310973	8.39668069209998	7.6893442030681
"CIB1"	7.557816278788	6.18489236932043	6.59443696073212	6.21603375411367
"CIB2"	5.922286869803	5.78709989876918	6.06193516827417	6.66388967255617
"CIC"	6.90034485856399	6.8500285921306	7.14299093312242	6.92103608961394
"CIDEA"	5.17193157635312	5.28820670677123	5.2197898454761	6.05347546054595
"CIDEB"	6.70849886804945	7.79352065399515	6.80118770106691	7.74670602560867
"CIDEC"	5.91494939813312	6.272689200892	6.45446309515965	6.34900388810999
"CIITA"	4.83248619200936	5.06938750074449	5.20530133424867	6.06394180215797
"CILP"	5.82675754705898	5.9310621580213	6.94407909148127	7.35113278930433
"CINP"	4.40127127199598	4.56291692576743	4.1699169009061	4.38983146417501
"CIR1"	6.21342418984221	6.11109403714767	5.48554319272703	5.5056264848538
"CIRBP"	9.37913677158754	10.5010992473505	8.89746399460516	8.55598760459796
"CISD1"	7.69404547564456	7.67955512835145	7.72961158122175	6.74861296780217
"CISH"	7.31404783016464	6.98113247695466	7.8734477321126	7.96993097631542
"CIT /// MIR1178"	8.90036218740433	9.59593454193573	8.43395474108568	7.28845650006324
"CITED1"	5.25143654714333	7.8892512333923	8.04502873762487	6.78394412458434
"CITED2"	4.83026785069544	6.87317695181427	6.2255774491477	6.17405882571614
"CIZ1"	6.87793729429955	7.01083225851052	6.79856083444216	6.24062786230064
"CKAP2"	8.68418761927074	9.1713137246156	8.60386643145898	8.20756808411686
"CKAP2 /// IGLC1 /// IGLJ2 /// IGLJ2 /// IGLJ3 /// IGLJ3 /// IGLJ3 /// IGLV1-44 /// IGLV2-14 /// IGLV@"	5.00015586339314	6.8413673608808	7.52397785811351	5.88611050136406
"CKAP2 /// IGLC1 /// IGLV1-40 /// IGLV1-40 /// IGLV1-50 /// IGLV1-50"	4.65851412534493	5.1445122405526	6.32211431846137	5.66347206488132
"CKAP2 /// IGLJ3 /// IGLV3-19 /// IGLV3-19"	4.76859148157279	4.84599233907294	5.86904466032403	5.43109921916608
"CKAP4"	8.54751124660446	8.09256455657774	9.17606839976361	9.52558510572981
"CKAP5"	9.96179960875909	8.41977527268886	9.49658036971604	8.76795707046315
"CKB"	9.14680506366157	9.35676652327041	9.62162274095036	7.77244769835831
"CKLF"	6.65987377860232	6.89762932540286	6.29707342874575	6.9209256966945
"CKLF /// CKLF-CMTM1"	7.70597704135257	8.15032593410473	7.75127745481422	8.67959651374474
"CKM"	5.37595307942189	4.22790448464204	5.09950024635451	4.49838180903543
"CKMT1A /// CKMT1B"	6.14115782409809	7.23154060768883	7.57938632752634	5.77264782515708
"CKMT2"	4.05469311751833	3.94277564829733	4.12747690523986	4.23802298305843
"CKS1B"	10.9549008211563	9.2398025300496	10.7090683021617	8.53290797285815
"CKS2"	10.3302832276388	9.65250162891073	9.95064611287732	8.7152304620879
"CLASP1"	8.13313879358822	8.01712278615508	8.19183700570104	7.62728330285227
"CLASP2"	6.94876392795499	6.94204232867194	5.84517539811043	5.8052061960236
"CLASRP"	8.13272137954023	8.14638310920596	7.83633715193667	8.08905228303006
"CLC"	4.61471744357798	4.33299168171259	4.66314308810644	5.45196647583142
"CLCA1"	5.06421388042358	4.95999920557346	5.32911732627373	5.85050440957605
"CLCA2"	3.75988112753067	3.84444344147522	4.10865942705942	4.78677438356906
"CLCA3P"	3.05529561564449	3.04857570632083	3.07518941739297	3.23560493906383
"CLCA4"	3.50259653347646	3.56052244245541	3.87039925510886	4.03709315535571
"CLCC1"	6.67803106525696	6.78784713657038	6.37022102307536	6.44326182179572
"CLCF1"	6.04212200758171	5.78905559209384	5.90283388763186	6.7980333745394
"CLCN1"	5.40127362891586	5.05162043611555	5.3856457269376	5.79690788551009
"CLCN2"	6.26942509359686	5.83091570216328	6.19766434192583	5.99314844195226
"CLCN3"	7.09467808893779	6.89763611203817	7.03513677268309	6.79900404958419
"CLCN4"	4.81068975416807	4.51823234343486	4.67876988812955	5.09795067284839
"CLCN5"	4.94736487653967	5.2102473713859	5.23631567551565	5.44248080521179
"CLCN6"	7.03002422707361	7.2595570970621	7.39859919986787	7.05524543308664
"CLCN7"	6.61584665024737	6.71750610390784	7.02004952058641	7.04266981893178
"CLCNKA /// CLCNKB"	5.33541277798539	4.22623050005005	4.43655444711185	4.73627064553343
"CLCNKB"	6.4979690966373	5.55751308247731	5.36904525834484	5.98006479424052
"CLDN1"	4.49911518079355	4.54719642249675	4.57942397150665	5.655044804871
"CLDN10"	8.06309103930534	4.70795051880655	5.00672289058965	5.7048482710356
"CLDN11"	5.37942358571509	5.70448054659859	5.51705981498736	5.82227102595011
"CLDN14"	4.07222166439255	4.02293106085577	3.98130762623288	4.41472572526075
"CLDN15"	7.79617992247233	7.48291360311269	7.72263105253546	7.40745987634568
"CLDN16"	5.6506968368535	5.78916754298664	6.03687309429853	6.91513651446564
"CLDN17"	5.97981721408495	5.92151068976701	6.32554695633563	6.94622328603058
"CLDN18"	4.85629281220429	4.9646695796057	5.25314768922012	5.87959588605663
"CLDN22 /// WWC2"	6.20315656706494	5.25577000223953	4.87168077881938	4.93922022951321
"CLDN3"	8.66060600599804	6.94098118716125	5.76014603669443	5.61035467223978
"CLDN4"	8.22156469629531	7.39752870997157	7.47802495363366	6.88421485714762
"CLDN5"	6.04607601491793	6.58285427898189	5.88086113452584	6.30196249851404
"CLDN6"	5.57602373016352	5.29217494936806	6.06765864116737	6.74408136090945
"CLDN7"	8.61300099067603	6.95683391518219	6.19170457407242	6.83036986025246
"CLDN8"	4.1386630328618	4.08991428746206	4.58957902272943	5.29878092480901
"CLDN9"	5.66291447987018	5.81968707072787	6.30874138997204	6.67473822782592
"CLDND1"	7.58105814825073	8.53590451265505	7.50402305426374	5.52103911363814
"CLEC10A"	4.70390857421769	4.66374309247063	4.85556806029253	6.20186278394409
"CLEC11A"	5.81693376395767	4.8403498497013	5.48930627216634	5.86869155559724
"CLEC16A"	6.61552226643333	6.27220549327759	6.0438087017701	6.2448347662685
"CLEC1A"	5.65803815594436	6.98814744197824	6.16488698048839	7.14886827211468
"CLEC1B"	4.62911665468182	4.97746121857147	5.20470266481901	5.92512348133184
"CLEC2B"	6.01394650689543	4.30171558598301	4.95707859297281	5.60728088453173
"CLEC2D"	3.55307400365782	3.59843316629175	3.57485912622275	3.64928442781658
"CLEC3B /// EXOSC7"	4.22441913458897	4.14480926803877	4.69443314646546	4.5076506783998
"CLEC4A"	4.22391227674824	4.36404758606498	4.55775674019709	5.72949965416861
"CLEC4E"	4.27885678815941	4.15281255117942	5.00949689474979	5.90007744294069
"CLEC4M"	4.28266262606105	4.49289045786692	4.77613276053332	5.17731302902774
"CLEC5A"	4.15584039317487	3.79753001142036	4.00418090710003	4.96328004927282
"CLEC7A"	4.91812537196715	9.5927608128692	5.43937301378859	7.87072307458
"CLGN"	6.71816839473333	7.04340871375351	7.71856772949725	4.68530217320126
"CLIC1"	10.1301954206612	9.35799409263795	8.70612195168243	9.04754619964493
"CLIC1P1 /// CLIC1P1"	4.16331624823699	4.45457053178749	4.31377804695178	4.88736309268414
"CLIC2"	4.79627502037119	5.15427071200698	4.49652158930347	5.78627644577502
"CLIC3"	3.71608475526047	3.60637883374572	3.54675762814804	4.11505419234916
"CLIC4"	7.0044700198488	7.58856777268303	8.02917823300891	7.49255602655309
"CLIC5"	7.21468222886679	4.53865010839502	4.94570800379718	5.27450444604754
"CLINT1"	8.14456411777799	7.76009161325655	6.87610411238704	7.40695846021537
"CLIP1"	6.09920834438175	6.29287568854043	6.25931991160381	6.00919565352091
"CLIP2"	5.43240924216028	5.11596831257448	4.81759494149633	4.8028119295926
"CLIP3"	7.10352640694194	9.09465058096395	8.42177837200133	7.75749742155314
"CLIP4"	5.90531584647692	5.5151923213167	6.16775244447494	6.46413254101706
"CLK1"	7.9940019618277	8.84427607927484	7.11596663294596	5.89520028688342
"CLK2"	10.5891718138341	9.35725466331594	9.89796571129476	7.79192786829686
"CLK3"	6.80535183962228	6.3228137372924	6.7970797606756	6.31401009456332
"CLK4"	8.23450028419775	7.64044670981111	6.03672506033655	6.76479640844324
"CLMN"	6.90945133233238	6.99489882392021	5.20499228988771	6.1478522895284
"CLN3"	6.8169357230952	7.05706491340211	6.48768440612467	6.56575718901638
"CLN5"	4.75989367996843	5.017413028882	4.19164171935794	4.91968441469558
"CLN6"	5.51087909635952	4.57353686890646	4.98588088314384	5.12366924704475
"CLN8"	4.64896759084445	4.66772188514496	4.55174784108957	5.08277341570751
"CLNS1A"	9.08058561364997	9.28078341538965	9.37560104945475	8.90288482791536
"CLOCK"	6.27559816710549	6.28490564404839	6.31511425723121	6.37285823136866
"CLP1"	8.96909742878104	7.17092876174064	7.47211772112845	7.43216949578637
"CLPB"	4.24017894121075	4.84850909280519	4.86059945819056	5.2706234390001
"CLPP"	7.12931894960457	7.16149788140203	6.81704807066171	6.98439121606033
"CLPS"	4.63436293537791	4.50165857200205	4.73135602345431	5.59342886865494
"CLPTM1"	6.66776856044662	6.54825497629725	6.33325316819104	6.36336180943185
"CLPX"	7.43578428674378	5.7859402906803	6.84763468639323	5.93324842792027
"CLSPN"	3.84415917337024	3.8934634812998	4.16445485300259	4.54446889071445
"CLSTN1"	8.4598950676824	9.52182240283005	9.47817670662936	7.3721402425869
"CLSTN2"	4.14656845795642	6.08935034657504	7.59279482156148	5.44100833198315
"CLSTN3"	6.29184047368487	5.58988892075928	6.25596391736448	6.53203333250779
