"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"ANTXR2"	6.46853425	6.54846375	6.40711875	7.31776025	7.29971325	7.16603625	7.0015185	7.013942	7.083128	5.73949175	5.5781645	5.7523435
"ANXA1"	7.8218335	7.74377	7.668934	3.099062	3.3111075	3.2977705	9.7450185	9.982898	9.8848105	6.0524635	5.99642	6.1573575
"ANXA10"	3.294265	3.338043	2.92847	3.01347	3.015024	2.779605	3.88347	3.927756	3.653597	4.111304	3.927352	4.520098
"ANXA11"	7.50567633333333	7.28497633333333	7.39744733333333	4.98402666666667	4.71063333333333	4.86935633333333	7.20241466666667	7.185962	7.15057866666667	6.474021	6.549685	6.52761
"ANXA13"	3.342806	3.265641	3.40445	3.510745	3.371222	3.397424	4.097744	4.099006	4.099006	3.339908	3.122752	3.382767
"ANXA2"	11.298674	10.86055275	10.914771	10.6854825	10.6386815	10.634761	11.16022525	11.10909775	11.0984085	8.54602075	8.52750275	8.54313325
"ANXA2 /// NHP2L1"	11.08514	10.83691	10.81838	10.86733	10.87581	10.82423	10.95508	10.94955	10.92484	10.87369	10.8901	10.90473
"ANXA2P1"	5.758258	6.55185	5.867356	5.993019	5.736669	5.694875	5.603148	6.075505	5.809938	4.724915	4.256196	4.345029
"ANXA2P2"	11.88288	11.76996	11.78873	11.35186	11.3329	11.3476	11.65964	11.74674	11.69773	8.627468	8.746416	8.801424
"ANXA2P3"	5.833189	5.902024	5.748941	5.544015	5.608618	5.602589	5.760399	5.441306	5.623339	4.604253	4.059101	5.021368
"ANXA2R"	8.283701	7.931659	8.00973	8.350534	8.385683	8.339337	5.77946	5.725261	5.903295	5.744695	5.523632	5.580824
"ANXA3"	8.501962	8.567505	8.158484	2.763786	2.556117	2.810709	7.905562	7.81278	7.950874	5.082014	5.003584	4.854276
"ANXA4"	10.347265	10.32852	10.310125	10.71094	10.704165	10.723015	9.584478	9.5603	9.5786045	9.0010145	8.9955045	9.056609
"ANXA5"	11.78364	11.73468	11.59865	9.793178	9.843852	9.777303	12.69267	12.76064	12.69981	11.97593	11.91625	11.90081
"ANXA6"	6.767624	6.511931	6.5592985	6.305131	6.426001	6.3989675	5.8225805	5.988014	5.789719	6.0182575	6.1179885	5.991333
"ANXA7"	10.0993015	10.370365	10.367595	9.9222195	9.9187185	9.8482425	10.69125	10.637665	10.72404	9.812763	9.7591695	9.7775615
"ANXA8 /// ANXA8L1"	5.446647	5.805212	6.021128	4.394126	4.64339	4.704488	4.092312	4.148434	4.355847	3.930506	4.175141	4.158717
"ANXA8 /// ANXA8L1 /// LOC100996760 /// LOC102725207"	3.791272	3.610146	3.543278	3.848278	3.756793	3.76685	3.908499	3.512348	3.867256	4.049603	4.023188	4.01016
"ANXA9"	3.334219	3.381187	3.302357	3.364387	3.2237455	3.339462	3.0591155	3.197932	3.174545	3.524338	3.427633	3.503147
"AOAH"	4.842772	4.180751	4.503181	4.335986	4.433542	4.438695	4.260854	4.355664	4.217137	4.269865	4.198319	4.319848
"AOC1"	2.638855	2.818393	3.220003	2.782712	3.04677	2.89091	2.932355	2.878937	2.780495	2.885391	2.89237	2.897396
"AOC2"	3.845368	4.219025	3.831088	4.510793	4.450711	4.441527	4.87647	4.692306	4.93519	4.20821	4.278129	4.085115
"AOC3"	3.171676	3.052767	2.83289	3.177393	3.296181	3.470768	3.302187	3.23677	3.235456	2.704976	2.997536	3.114235
"AOC4P"	4.255458	4.144486	4.318275	4.51835	4.344938	4.270998	3.805829	3.938311	4.097969	3.921916	4.10737	4.090446
"AOX1"	6.3529125	5.6936045	5.712328	3.3049875	3.6411	3.690125	7.1276505	7.0421515	7.146116	3.87752	3.5316295	3.4821635
"AOX2P"	2.823758	3.059507	3.168878	2.564663	2.817049	2.970037	2.669822	2.837118	2.764589	2.95966	2.877533	3.154981
"AP000230.1"	4.132962	4.331171	4.75994	4.207555	4.480346	4.289599	4.018564	3.984658	4.326676	4.448152	4.451357	4.421072
"AP000253.1"	2.667344	2.299965	2.396849	2.773022	2.394954	2.356049	2.29177	2.177683	2.537343	2.391013	2.579475	2.513829
"AP000265.1"	2.935662	2.765975	3.066053	2.897022	2.902739	3.137182	2.524582	2.591867	2.815371	2.550982	2.902393	2.788834
"AP000266.7 /// BC034802 /// LOC100128198"	3.407838	3.617245	3.475343	3.65253	3.498558	3.614748	3.396667	3.151869	3.618068	3.336087	3.487696	3.412462
"AP000347.2"	4.84474	4.776121	4.808618	5.466977	5.283565	5.171642	4.625584	4.649815	4.36097	5.138202	5.016036	5.036684
"AP000462.1"	3.325194	3.332657	3.373856	3.262768	3.264368	3.615329	3.629567	3.726187	3.556428	3.595287	3.838131	3.739941
"AP000473.8"	3.817699	3.527508	3.980992	3.625489	3.676446	3.572014	3.725352	3.470158	3.822192	3.563922	3.497309	3.551782
"AP000525.9"	4.545077	4.67846	4.495801	3.784613	4.260446	4.270919	7.00675	7.052109	6.944965	7.653316	7.791377	7.728735
"AP000696.2"	4.653571	4.507317	4.644168	4.711638	4.65379	4.823767	4.66989	4.754478	4.49947	4.495801	4.544121	4.443112
"AP001062.7 /// C21orf2"	5.58219	5.76412933333333	5.671413	5.96229566666667	6.09079533333333	5.92123033333333	5.02174733333333	5.15950966666667	5.22563433333333	5.57956366666667	5.55177833333333	5.399117
"AP001063.1"	3.885955	4.17311	4.117613	4.117231	4.012237	4.180735	4.247972	4.463985	4.157305	4.819146	4.59191	4.581678
"AP001171.1"	2.446212	2.805028	3.102911	2.719604	2.68315	2.972257	2.743708	2.736839	2.738525	2.749134	2.810223	2.832864
"AP001189.4"	2.605921	2.818116	2.941319	2.656385	2.659018	3.049067	2.707274	2.603159	2.783609	2.820713	2.880665	3.03392
"AP001347.6 /// BC024173 /// BC048201"	6.167656	6.008896	6.077773	6.523987	6.658041	6.167219	4.79005	4.489885	4.736805	4.098158	4.019265	3.845369
"AP001462.6"	5.548841	5.136405	4.945174	5.661378	5.445935	5.527341	4.213451	4.33724	4.355444	5.069417	4.716923	4.907645
"AP001604.3 /// BC043580"	2.015735	1.934103	2.005414	1.982991	1.93106	1.917069	1.908833	2.294633	2.105658	2.148393	1.895846	1.981943
"AP001605.4"	4.238994	4.776416	4.564336	4.354092	4.435824	4.5139	4.602647	4.607968	4.6099	4.503513	4.745676	4.833529
"AP001630.5"	3.874238	4.280916	4.600212	4.563811	4.461489	4.302469	4.037498	4.136633	4.142573	4.185338	3.906677	3.944452
"AP006216.10"	4.484365	4.106317	4.490281	4.463379	4.445627	4.450864	3.980572	3.688578	3.844239	3.92575	3.835083	4.301333
"AP006216.12 /// APOA1-AS"	3.179648	3.304091	3.192535	3.724993	3.43466	3.373329	3.523124	3.133167	3.494161	3.415629	3.100691	3.546603
"AP006222.2"	6.539584	6.459446	6.493945	6.708586	6.819819	6.702348	5.128073	5.236055	5.302483	5.403817	5.486665	5.1709
"AP006547.3"	5.051846	5.245344	5.518535	5.50193	5.417785	5.618229	5.540539	5.381557	5.39889	5.468083	5.489769	5.598106
"AP1AR"	4.60785333333333	4.59476266666667	4.44339966666667	4.89401133333333	4.982598	4.87563466666667	4.828611	4.82041933333333	4.657485	5.086512	5.03610533333333	4.92209366666667
"AP1B1"	6.717039	6.639248	6.541712	6.647483	6.718751	6.744804	6.884305	6.877748	6.860066	7.271794	7.266639	7.319109
"AP1G1"	8.66314133333333	8.475083	8.461133	8.54114166666667	8.54948266666667	8.55720566666667	8.024894	7.97818933333333	8.01556166666667	7.74437333333333	7.660549	7.756451
"AP1G2"	5.470146	5.2021405	5.2075525	5.6064785	5.47199	5.4892525	5.731096	5.698686	5.8053685	6.419508	6.4347745	6.591689
"AP1G2 /// JPH4"	3.861797	3.842799	3.971893	4.114927	3.957134	4.017014	3.687279	3.51585	3.801914	3.761976	3.81428	3.732964
"AP1M1"	7.67527	7.2199	7.182333	7.1674895	7.0238975	6.949127	8.283362	8.2440225	8.3720805	7.3856475	7.4013925	7.387521
"AP1M2"	4.527487	4.7813505	4.896832	4.8632825	4.7341255	4.5945545	4.966839	4.7781785	4.9092325	6.7225895	6.6997835	6.8457665
"AP1S1"	8.65792433333333	8.386064	8.38149933333333	8.23632066666667	8.253002	8.14947333333333	9.214638	9.27144633333333	9.30922266666667	8.71468166666667	8.74175433333333	8.68640733333333
"AP1S2"	9.433246	9.41557925	9.4954885	9.344468	9.31670725	9.3205025	9.86255725	9.8889705	9.9034775	9.060546	9.048583	9.03713375
"AP1S3"	3.9359094	3.5170458	3.542787	3.335415	3.2544114	3.328311	4.435938	4.3278588	4.3720114	3.8181412	3.8892068	3.7123756
"AP2A1"	5.4334025	5.1836205	5.10151675	5.019264	5.315068	5.3072635	5.58991425	5.54045675	5.6710925	5.20513	5.191045	5.18988775
"AP2A2"	7.73032775	7.4115135	7.5050425	7.47937325	7.46326225	7.453033	7.58919925	7.63700125	7.64185525	7.8964115	7.9274165	7.9509725
"AP2B1"	9.029697	8.76983	8.77172	8.5540305	8.471639	8.43562	9.667565	9.70074	9.721089	9.2998335	9.321611	9.360508
"AP2M1"	9.950297	9.721052	9.851949	8.920486	9.055169	8.930182	11.33767	11.30978	11.37041	9.917356	9.956383	9.963591
"AP2S1"	10.753499	10.548727	10.537471	10.2005643333333	10.2150706666667	10.1326166666667	10.925084	10.9051093333333	10.9167023333333	10.3565963333333	10.3899523333333	10.4499023333333
"AP3B1"	8.4362365	8.346969	8.2269845	8.236738	8.3052045	8.322221	7.5417065	7.4293975	7.6063245	6.5706845	6.491232	6.366523
"AP3B2"	3.092038	3.1485765	3.2790115	3.5755825	3.5244175	3.553372	3.7931175	3.807387	3.7441805	5.041819	5.069662	5.2430815
"AP3D1"	8.858191	8.46745733333333	8.57736933333333	8.752438	8.67839566666667	8.66879466666667	9.818189	9.84317966666667	9.84287766666667	9.42702066666667	9.49150033333333	9.44965666666667
"AP3M1"	8.218332	7.90309	7.8644765	8.015327	7.957287	7.938581	7.1647265	7.2026445	7.2262925	7.7182025	7.655916	7.7306415
"AP3M2"	6.0320365	5.873518	5.5756715	6.1559865	5.9453415	6.0601105	6.736399	6.631575	6.6528405	7.442725	7.4295015	7.450776
"AP3S1"	11.66848	11.69242	11.70047	11.8327	11.80933	11.82692	10.48134	10.44559	10.50484	10.89659	10.88816	10.89851
"AP3S2 /// C15orf38-AP3S2"	7.17539833333333	6.891657	6.98767266666667	7.1086	7.08014733333333	6.939761	5.97360233333333	6.11310666666667	6.190038	6.16611633333333	6.125879	5.92104966666667
"AP4B1"	5.361303	5.01549266666667	5.13070133333333	5.14099733333333	5.03000333333333	4.96257033333333	4.834241	4.86359966666667	4.90059033333333	5.582971	5.54822133333333	5.63591266666667
"AP4E1"	4.256031	4.1659165	4.20529425	4.06138675	4.04233	4.12552	4.0387155	4.1843215	4.08134475	4.12299175	4.1441335	4.14968075
"AP4M1"	7.799491	7.541627	7.408828	7.68278	7.7184	7.76357	7.782583	7.933514	7.929562	8.869672	8.799661	8.851268
"AP4S1"	6.864542	6.8069095	6.7135295	7.0446145	6.983831	7.006357	6.67006175	6.651504	6.604304	6.24677525	6.38659425	6.230948
"AP5B1"	3.744478	3.772627	4.227309	3.951558	4.035392	4.312286	4.025334	3.883263	4.05066	4.41906	4.42492	4.479542
"AP5M1"	7.5549178	7.4838488	7.4636636	7.8586338	7.8621402	7.8589332	7.3775452	7.3359718	7.3330456	7.8094058	7.7056808	7.772216
"AP5S1"	7.571285	7.380043	7.387484	6.849532	6.878981	6.843746	6.603146	6.568746	6.595218	6.533505	6.626901	6.692803
"AP5Z1 /// MIR4656"	6.7436235	6.370828	6.2402775	6.6292	6.502281	6.472326	6.3792705	6.443731	6.3803325	6.2562695	6.168407	6.234059
"APAF1"	5.70156233333333	5.880087	5.73155233333333	5.425865	5.66203366666667	5.55144333333333	5.81924866666667	5.50784766666667	5.57389633333333	5.73264633333333	5.90702833333333	5.72380133333333
"APBA1"	4.531741	4.415516	4.41778	4.3124935	4.2011605	4.130146	5.1429285	5.1029405	5.052588	6.039295	6.0695665	6.147393
"APBA2"	4.502658	4.6071705	4.6573255	4.492679	4.5877815	4.587107	6.04252	6.1828785	6.059696	7.483127	7.3948475	7.4486355
"APBA3"	6.321997	6.1686785	6.140167	6.38004	6.2939745	6.2627275	5.73621	5.765489	5.8062755	6.1289885	6.0525065	6.105627
"APBB1"	5.145988	4.917894	5.133566	5.10063	4.901101	5.073581	5.607673	5.649951	5.647008	6.19963	6.191855	6.072701
"APBB1IP"	3.42281133333333	3.19933333333333	3.33744033333333	3.22455466666667	3.19896333333333	3.302368	3.28259333333333	3.359869	3.34174833333333	3.174278	3.15871833333333	3.198354
"APBB2"	5.48998557142857	5.34011342857143	5.22877514285714	5.26113914285714	5.28813014285714	5.16384942857143	5.17035771428571	5.28217314285714	5.18403428571429	5.40306614285714	5.37146157142857	5.37560271428571
"APBB3 /// MIR6831"	6.546458	6.353572	6.620043	6.643806	6.599349	6.54188	5.562584	5.889285	6.035831	6.45289	6.513311	6.385406
"APC"	6.1215014	5.9993596	5.8767776	6.2030526	6.1319366	6.127978	4.8162528	4.7681626	4.8554488	5.5249704	5.428469	5.4790586
"APC2"	4.3797935	4.206886	4.5750005	4.443897	4.136326	4.4303755	3.9746085	3.897157	4.0348845	3.76067	3.9985785	3.929926
"APCDD1"	7.820827	7.483885	7.291035	8.058118	8.075024	8.119538	5.870099	5.766214	5.724451	4.444632	4.515442	4.765956
"APCDD1 /// LOC100130468"	2.941806	3.328957	3.654484	3.351725	3.517258	3.324866	2.778047	2.989712	2.874495	2.556644	2.811715	2.536499
"APCDD1L"	5.214401	4.812084	4.620718	4.584561	4.654753	4.768752	6.604651	6.524264	6.503144	4.318684	4.529993	4.369966
"APCDD1L-AS1"	3.22230833333333	3.23956	3.109123	3.093017	3.11118	3.15937766666667	4.50221833333333	4.46071866666667	4.539457	3.14173733333333	3.099606	3.16203333333333
"APCS"	3.902925	3.935721	4.314877	3.766395	3.794457	4.036598	3.856942	4.094605	4.010917	4.121372	3.983062	3.923768
"APEH"	7.136483	7.0787615	6.9207205	7.429348	7.3103735	7.3409355	6.413247	6.453349	6.406582	6.8434595	6.694912	6.7826905
"APELA"	2.093714	2.42036	2.101464	1.992482	2.114488	2.090121	2.071558	2.169575	2.146716	2.072784	2.001847	2.114734
"APEX1"	12.59678	12.29031	12.28388	12.4925	12.4513	12.4564	12.37698	12.38118	12.41215	11.96533	11.921	11.96189
"APEX2"	7.9536555	7.6865835	7.6040185	7.919462	7.939938	7.9802025	7.6716075	7.708725	7.7488735	7.850252	7.7574685	7.768337
"APH1A"	7.75408266666667	7.552577	7.34336033333333	7.83130033333333	7.775255	7.707367	7.65400733333333	7.60060433333333	7.70330733333333	7.427679	7.371023	7.378988
"APH1B"	6.6591785	6.4454675	6.452798	6.3171265	6.3871325	6.4072795	6.3518535	6.374751	6.359663	6.000539	6.0531355	6.08642
"API5"	7.360431	7.2973372	7.1676342	7.4358664	7.4160708	7.3654214	7.1601544	7.1908886	7.1206842	7.5258092	7.456253	7.4821198
"APIP"	6.9021255	6.8948905	6.755727	7.043294	7.215134	7.1679695	6.456159	6.396255	6.3818755	6.55084	6.502245	6.671027
"APITD1 /// APITD1-CORT"	9.068256	8.978015	8.878345	9.210966	9.244661	9.253948	7.982965	7.914345	7.967763	8.554267	8.613638	8.560639
"APLF"	3.378821	3.2366075	2.926568	3.2471305	2.9302975	2.847421	4.113987	3.8766975	4.2480575	2.962542	2.914828	2.9644755
"APLN"	6.2293	5.838558	5.867356	5.024345	5.293156	5.810312	8.924796	9.125588	9.016385	5.64839	5.738552	5.868189
"APLNR"	3.590613	3.434885	3.353198	3.436378	3.332387	3.451907	3.472736	3.389783	3.412937	3.33676	3.159277	3.61193
"APLP1"	7.040954	6.994324	6.879567	6.475372	6.669334	6.839207	9.358293	9.312768	9.284558	10.44301	10.38041	10.25727
"APLP2"	8.940459125	8.784393	8.732132125	8.2678775	8.256085875	8.243129125	10.302143375	10.3537385	10.40586875	8.880709125	8.88132925	8.933901375
"APMAP"	11.02923	10.72614	10.82345	10.67449	10.67046	10.59423	10.75529	10.71531	10.84701	10.11741	10.12638	10.03203
"APOA1"	3.44333	3.783056	3.9084545	4.0941755	3.965069	3.8287965	3.703294	3.511235	3.483413	3.6078145	3.7075195	3.767383
"APOA1BP"	11.07423	10.76231	10.91155	11.176	11.16639	11.13221	10.69225	10.75561	10.78149	10.90399	10.89195	10.94885
"APOA2"	2.5348985	2.635889	2.4092585	2.5786275	2.688407	2.668453	2.4968005	2.6602965	2.4676155	2.6399455	2.6669315	2.656725
"APOA4"	5.297344	5.290603	5.182802	5.410612	5.268137	5.668548	4.772846	4.68165	4.516299	4.486081	4.805008	4.619458
"APOA5"	4.3485195	4.4541525	4.4946805	4.6206755	4.613336	4.5396935	4.4902775	4.4408925	4.447464	4.2943885	4.306015	4.3401975
"APOB"	2.817964	2.942426	2.7249415	2.9663555	2.8573405	2.9550365	3.015251	2.779962	3.035588	2.8014225	2.8971855	2.8911255
"APOBEC1"	2.958957	3.067371	3.145928	3.636412	3.135847	2.920097	3.068738	3.056755	3.063162	3.165432	3.324451	3.249492
"APOBEC2"	3.428916	4.028364	4.234843	4.115323	4.093839	4.174416	3.869153	4.016511	3.907562	4.426202	4.431595	4.835496
"APOBEC3A /// APOBEC3A_B"	2.71506	2.549009	2.491736	2.235479	2.319726	2.467404	1.953234	2.230089	2.0948	2.24858	2.218401	2.114228
"APOBEC3B"	7.343864	8.752081	8.435736	3.059974	2.644712	3.160239	2.665785	2.329953	2.713375	2.420107	2.526884	2.367788
"APOBEC3C"	4.712655	5.071165	5.309988	4.215191	4.422449	4.408301	3.998358	3.96002	4.097924	4.27787	3.998358	4.294368
"APOBEC3D"	3.893497	3.491419	3.645007	3.608822	3.693297	3.614748	3.828588	3.760594	3.655588	3.471962	3.774924	3.731057
"APOBEC3F"	3.430339	3.463745	3.554167	3.5068685	3.635271	3.696143	3.4338735	3.494722	3.336579	3.4627365	3.270425	3.5753675
"APOBEC3F /// APOBEC3G"	2.602157	2.554345	2.572026	2.317482	2.337418	2.45476	2.659561	2.192439	2.254389	2.154738	2.462514	2.461004
"APOBEC3G"	4.3579685	4.249716	4.607358	4.2532695	4.0489235	4.2236835	4.0708905	4.019274	4.1196505	4.025663	4.051023	4.087132
"APOBEC4"	3.272663	3.143906	2.922371	2.962015	2.947395	3.027807	3.160239	3.047731	2.785033	3.40194	3.622054	3.452852
"APOBR"	3.799173	4.296079	4.446381	4.347407	4.07485	4.047228	4.0674	4.391614	4.156524	4.197408	3.675813	4.248958
"APOC1"	9.395145	9.266912	9.2946065	9.9672765	9.9609565	9.9605375	7.071615	7.0395645	7.063028	7.9499425	8.04572	7.9708005
"APOC2"	3.614295	3.4586175	3.5215945	3.540028	3.594824	3.8508385	3.3251045	3.316914	3.400502	3.3868095	3.427691	3.387403
"APOC2 /// APOC4 /// APOC4-APOC2"	4.091014	4.5684915	4.4089715	4.3638575	4.4352465	4.625237	4.513369	4.684305	4.4980695	4.6112285	4.492695	4.6613875
"APOC3"	3.361316	3.605362	3.52408	3.5746985	3.7705035	3.509971	3.485121	3.413152	3.359223	3.3539615	3.472615	3.4092605
"APOD"	2.839151	3.655165	3.351266	3.324451	3.46785	3.753658	3.5242	3.583167	3.657242	3.406779	3.566375	3.692626
"APOE"	8.027956	7.74556866666667	7.84242266666667	8.04914933333333	7.932287	7.91487	5.85297933333333	6.03267033333333	5.91174833333333	9.68778833333333	9.69551066666667	9.740788
"APOF"	3.329495	2.562582	2.956299	3.043015	2.715526	3.232742	2.452408	2.398151	2.476627	2.46816	2.415346	2.51806
"APOH"	3.4298855	3.707108	3.709549	3.6108515	3.700484	3.7204655	3.773284	3.8545255	4.009417	3.808181	3.8077395	3.8770605
"APOL1"	7.416983	6.790743	6.355365	5.407038	5.285029	5.519263	4.82036	4.975855	4.697084	4.796933	4.59847	4.723356
"APOL2"	7.3821255	7.019337	6.9833185	6.494592	6.298292	6.2349475	6.2028255	6.2473605	6.2579105	5.902024	5.9321875	5.7576255
"APOL3"	3.751812	3.809669	3.756881	2.822336	2.676079	2.670628	2.663433	2.830779	2.805472	2.821971	2.809464	2.91648
"APOL4"	5.53039	5.79041166666667	5.77651133333333	6.20896033333333	6.132021	5.90018133333333	4.56420633333333	4.68607566666667	4.629336	4.581702	4.49156066666667	4.748764
"APOL5"	3.15329	3.28898	3.593669	3.817399	3.316139	3.42416	3.301825	3.424279	3.26405	3.455866	3.509246	3.373574
"APOL6"	5.72366325	5.831024	5.79496025	3.430003	3.46177325	3.474002	3.66210475	3.52716375	3.71973775	3.21276275	3.3591795	3.248615
"APOLD1"	8.625466	8.630531	8.654399	7.522053	7.535201	7.479599	7.763412	7.774716	7.838565	8.025999	8.008858	8.025614
"APOLD1 /// DDX47"	10.77098	10.64035	10.57546	10.70945	10.65802	10.64075	10.45745	10.45026	10.53299	9.921954	9.816569	9.892211
"APOM"	6.8410235	6.563618	6.647912	6.799737	6.776359	6.625824	4.7119265	4.5231505	4.6848775	4.8654245	4.872889	5.041398
"APOO"	9.923756	9.594952	9.605281	9.944895	9.809056	9.880374	9.611337	9.519952	9.623075	9.727335	9.632857	9.73992
"APOOL"	7.79396225	7.78144675	7.62719575	7.52817275	7.6965	7.55691	7.61115675	7.6067565	7.684539	7.430181	7.3982825	7.382944
"APOPT1"	8.153562	8.0511035	7.993404	8.020503	8.1597105	8.111964	8.4752605	8.53915	8.5308695	8.3548945	8.261389	8.2825675
"APP"	9.63818566666667	10.004118	9.73136033333333	9.60647733333333	9.77034033333333	9.66845433333333	10.0823176666667	10.0208086666667	9.92445166666667	9.63296566666667	9.5832	9.54812933333333
"APPBP2"	7.2251965	7.14245725	7.07769125	7.34239525	7.312505	7.2985415	7.08672525	7.24383425	7.09931875	6.98863825	6.96181075	7.11619775
"APPL1"	7.820812	8.1231205	7.990087	8.328101	8.485591	8.3431375	7.9998	7.9136885	7.894153	8.5985305	8.595028	8.516171
"APPL2"	5.918087	5.567078	5.225687	5.757923	5.986177	5.810788	6.665177	6.790873	6.841177	5.461395	5.104987	5.086555
"APRT"	10.121691	9.825219	9.8524435	10.2301665	10.201159	10.180258	7.7308725	7.790518	7.766542	7.156948	7.1441585	7.1599905
"APTR"	5.723806	5.655142	5.5461825	5.6986235	5.850933	5.6430985	5.713541	5.8131315	5.7592835	5.885689	5.9654775	5.9575135
"APTX"	6.70989866666667	6.607887	6.67266833333333	6.801283	6.788314	6.86128766666667	7.05523266666667	6.95348333333333	7.04429433333333	7.112494	7.10032966666667	7.07205933333333
"AQP1"	3.6289655	3.579988	3.9581485	3.242781	3.1702095	3.4568555	4.053458	3.8576655	4.0324975	3.423106	3.426211	3.578882
"AQP10"	2.638193	2.729213	2.859553	2.688153	2.861721	2.946342	2.913351	2.805248	2.833556	3.616456	3.369114	3.717421
"AQP11"	5.322387	5.232985	5.174276	5.332722	5.468285	5.035427	6.674185	6.782952	6.776724	5.367225	5.246131	5.201227
"AQP12A /// AQP12B"	4.781044	4.9150295	4.894091	4.9226135	4.75823	4.919199	5.0781295	5.0167925	4.871169	4.972556	5.118423	5.181091
"AQP2"	3.88922333333333	4.064514	4.103233	4.06953533333333	4.28015233333333	4.010483	4.19973166666667	4.112514	4.08687033333333	4.002651	4.159938	4.05028366666667
"AQP3"	5.39470866666667	5.12575733333333	5.30983866666667	4.957122	5.022397	5.13540366666667	5.60954433333333	5.564962	5.60231	7.99638133333333	7.962652	7.96484233333333
"AQP4"	2.7896912	2.5611992	2.685073	2.3802	2.3155712	2.38995	2.528192	2.4384734	2.4209248	3.4129758	3.3442062	3.4569108
"AQP4-AS1"	2.326862	2.649153	2.66715	2.693878	2.625039	2.50712	2.5876015	2.4639845	2.578422	3.156489	2.853931	3.255319
"AQP5"	4.022454	4.461845	4.59062	4.418534	4.389213	4.132095	4.425576	4.377779	4.447296	4.270982	4.407976	4.156868
"AQP6"	4.53608	4.899793	4.679834	4.796416	4.81774	5.045484	4.462227	4.598885	4.469304	4.631434	4.802197	4.748186
"AQP7 /// LOC100509620 /// LOC101930168"	4.023782	4.311515	4.639216	4.326013	4.536447	4.630668	4.479991	4.104225	4.482471	4.322059	4.378231	4.377042
"AQP8"	4.122462	3.860242	3.876678	4.034711	3.772424	4.05179	3.89066	3.874887	3.671034	3.760203	3.918986	3.933005
