"GSM3478634"	"GSM3478635"	"GSM3478636"	"GSM3478637"	"GSM3478638"	"GSM3478639"	"GSM3478640"	"GSM3478641"	"GSM3478642"	"GSM3478643"	"GSM3478644"	"GSM3478645"
"IGHD3-16 /// IGHD3-16 /// IGHG1 /// SKAP2"	5.579204	4.650368	4.506337	4.878604	4.692669	4.337076	4.441103	4.443566	4.253262	4.693779	4.495801	4.488415
"IGHG1"	3.40455466666667	3.42398233333333	3.52251966666667	3.508077	3.478062	3.43196033333333	3.32216766666667	3.35806933333333	3.371941	3.33962833333333	3.380147	3.40248233333333
"IGHG1 /// IGHG2 /// IGHM /// IGHV4-31 /// MIR8071-1 /// MIR8071-2"	3.213688	3.642611	3.359492	3.775455	3.324451	3.502109	3.83361	4.082984	4.05066	5.319163	4.911443	5.262556
"IGHG1 /// IGHM"	3.620127	3.4624505	3.68439575	3.47358425	3.4626915	3.53130175	3.365297	3.4907185	3.61301125	3.297378	3.4586465	3.34838125
"IGHG1 /// IGHM /// LOC102725426 /// MIR8071-1 /// MIR8071-2"	3.983136	4.082299	4.432899	4.104372	3.942225	4.335468	4.102763	4.248418	4.191356	4.889199	4.82601	4.90573
"IGHG1 /// LOC100293211"	3.709067	3.78164	3.9918	3.55555	3.609918	4.003627	3.491394	3.474962	3.617029	3.313251	3.56619	3.371206
"IGHG1 /// LOC101930405"	5.072101	5.663949	5.764648	3.907784	4.823319	4.801202	5.563794	5.816081	5.52835	5.071631	4.931127	5.0499
"IGHM"	4.7080686	4.6274874	4.8458012	4.7376348	4.7018594	4.8560208	4.6275512	4.6326302	4.6009716	4.5039392	4.6138816	4.6261276
"IGHMBP2"	5.95451966666667	5.85596733333333	5.91905666666667	5.92679066666667	5.87563066666667	5.97300633333333	5.49584566666667	5.46355533333333	5.57520066666667	5.38772833333333	5.47413766666667	5.416586
"IGHV1-69"	2.133258	1.959266	2.3486	2.200149	2.092394	2.101636	1.965191	1.945627	1.84317	1.965212	2.071208	1.919902
"IGHV3-54"	1.923239	2.266502	2.166739	2.499291	2.381531	1.984437	2.165262	2.179265	2.271733	2.199258	2.090991	2.35201
"IGHV3-73 /// IGHV3-73"	2.539673	2.609795	2.443331	2.553862	2.713353	2.697957	2.336173	2.58928	2.293399	2.45713	2.354636	2.13323
"IGHV5-78"	2.708864	2.489203	2.212536	2.336291	2.404035	2.048962	2.080961	2.169576	2.24422	2.152552	2.083258	2.184071
"IGHV7-81 /// IGHV7-81"	3.002431	3.0636	3.183254	3.043897	3.422295	2.835306	2.862867	2.706237	3.047147	2.882194	2.914315	2.825516
"IGIP"	6.875642	6.7153775	6.536356	6.203229	6.329564	6.3006945	5.7999425	5.865789	6.017511	6.7739935	6.7459315	6.739036
"IGJ"	2.159846	2.227759	2.027586	2.013715	2.141905	1.99746	2.251158	2.218826	2.345078	1.785854	1.990506	1.925986
"Igk"	4.030438	4.220055	4.744873	3.964929	3.96913	4.514874	4.286765	4.279219	4.298067	4.207615	4.495801	4.431984
"IGK"	4.160324	4.301689	4.444025	4.436318	4.50458	4.523586	4.02475	4.361224	3.815479	3.970277	4.087599	3.871863
"IGK /// IGKC"	3.79427054545455	3.93542918181818	4.02291709090909	4.044645	4.11588990909091	4.14262163636364	4.04410863636364	3.96881927272727	4.05012863636364	3.95900409090909	3.99658409090909	3.94846109090909
"IGKC"	3.7422976	3.9658618	3.9294634	3.8586212	3.9627478	4.004143	3.803428	3.8853668	3.9045556	3.7905198	3.7841432	3.821817
"IGKC /// IGKV1-5 /// IGKV1-5 /// IGL@"	4.792344	4.943147	4.909269	4.905544	4.780779	4.639202	4.787478	4.708518	4.683897	4.695343	4.749543	4.912614
"IGKC /// IGKV2-28 /// IGKV2-28 /// IGKV2D-28 /// IGKV2D-28"	3.539265	3.448687	3.631444	3.876622	3.8487	3.779102	4.184154	3.529083	3.804858	3.642753	3.761432	3.720159
"IGKV1-17 /// IGKV1-17"	2.90816	3.074367	3.189528	3.082295	3.187739	3.340832	3.312645	3.125632	3.091688	2.958427	3.146813	2.917307
"IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37"	3.767798	3.883422	4.064466	3.880538	3.802083	3.849498	3.968853	3.93022	3.802083	3.819362	3.848607	3.894857
"IGKV1OR2-108 /// IGKV1OR2-108"	3.510119	4.215769	4.100078	4.063406	4.159859	4.246865	4.130817	4.087106	3.845811	4.200209	3.973564	4.31166
"IGLC1"	3.7326306	3.8140116	3.8712332	3.9158408	3.9386414	3.8555846	3.7882034	3.8133748	3.7324884	3.6363644	3.7587496	3.733405
"IGLC1 /// IGLJ3 /// IGLV2-14 /// IGLV@"	5.85223	5.304397	5.524456	5.79423	5.553264	5.675962	5.27677	5.198874	5.19274	5.435022	5.503293	5.388626
"IGLC1 /// IGLV2-5 /// IGLV2-5"	2.802829	2.801042	2.530504	3.196162	2.567459	2.393646	2.704759	2.924329	2.548136	2.757687	2.893448	2.773527
"IGLC1 /// IGLV3-10 /// IGLV3-10"	3.504704	4.348358	4.234476	4.473339	4.305339	4.321326	4.544047	4.32241	4.210042	4.318407	3.99324	4.286976
"IGLC1 /// IGLV3-25 /// IGLV3-25"	4.400361	4.170391	4.606029	4.496878	4.283593	4.324403	4.522864	4.191953	4.193558	4.318251	4.012803	4.266086
"IGLC1 /// IGLV9-49 /// IGLV9-49"	2.813169	2.782013	2.880993	2.928077	2.97738	2.957365	2.808624	3.209958	2.906842	2.799748	2.667067	2.969109
"IGLJ3"	4.463544	4.37890133333333	4.67561633333333	4.58820766666667	4.69521833333333	4.65791566666667	4.40822133333333	4.375829	4.40721666666667	4.20076266666667	4.31229633333333	4.40768433333333
"IGLJ3 /// IGLV3-19 /// IGLV3-19"	3.673161	3.61186	3.385494	3.633357	3.608825	3.833986	3.76126	3.545993	3.718954	3.580566	3.767885	3.76122
"IGLL1"	3.220398	2.85468	2.961085	3.071332	2.845597	3.218619	2.765765	2.580125	2.763607	2.708462	2.730926	2.751337
"IGLL3P"	4.156534	4.229895	4.595191	4.780786	4.780786	4.690215	4.368704	4.614658	4.362713	4.381375	4.383012	4.550925
"IGLL5"	3.50324	4.17527	4.10878	3.609918	3.869112	3.853299	4.199457	3.670263	3.670263	3.983774	3.88742	3.892752
"IGLON5"	3.958699	3.657704	3.337226	4.087563	3.787755	4.031716	3.727265	3.718607	3.977632	3.814377	3.89163	3.9301
"IGLV1-44"	3.9780338	3.8632682	3.9811284	3.8677578	3.8410436	3.984789	3.8432306	3.7662382	3.8986118	3.756743	3.9111444	3.7306804
"IGLV4-3 /// IGLV4-3"	4.385018	4.513236	4.661803	4.67445	4.727187	4.845148	4.823852	4.661487	4.43717	4.527383	4.670187	4.558022
"IGLV4-60 /// IGLV4-60"	3.708347	3.838481	4.016674	4.544514	4.564625	4.020327	3.597561	3.675602	3.720082	3.582919	3.739844	3.658263
"IGLV6-57"	3.256501	3.126931	3.197922	3.358101	3.191476	3.271933	3.02367	2.959084	2.927795	2.829858	3.008936	3.099471
"IGLVIVOR22-1 /// IGLVIVOR22-1"	2.821995	3.239696	3.330061	3.245283	3.13297	3.402353	3.172504	2.976065	3.22601	2.896266	3.005178	3.266199
"IGLVIVOR22-2 /// IGLVIVOR22-2"	2.342376	2.85468	2.853292	2.643535	2.85468	2.610066	2.363666	2.504048	2.521666	2.456933	2.857065	2.55861
"IGSF1"	3.523333	3.169004	3.362793	2.8648595	3.044204	3.010447	3.049829	3.0075305	2.9620705	3.019974	2.9676725	2.879673
"IGSF10"	5.7264775	5.420579	5.499295	5.4551995	5.2251185	5.43636	6.122585	6.221876	6.123442	4.7966375	4.750003	4.3762365
"IGSF11"	3.487559	2.85468	2.733155	3.309175	3.139791	3.282558	3.111767	3.219088	3.132603	3.022063	2.993385	3.150439
"IGSF11-AS1"	1.854948	1.996967	1.801456	1.854851	1.951585	1.890381	1.952461	2.02453	2.023972	1.98595	2.073512	2.266502
"IGSF21"	2.790069	3.278977	3.378311	2.768457	2.954281	3.048232	4.75	4.40131	4.462754	7.252981	7.145562	7.383908
"IGSF22"	4.96491	4.919622	4.91825	5.213138	4.789588	5.286101	4.493849	4.964509	4.697353	5.432041	5.21744	5.255863
"IGSF3"	5.82159175	5.8406245	5.88398825	5.86072425	5.84695075	6.0032145	6.4307515	6.39040525	6.35633825	6.42886375	6.40155925	6.505516
"IGSF5"	3.500103	3.161503	2.8599	3.179015	3.19534	3.472363	3.182176	3.273914	3.225266	5.832685	5.83104	5.913662
"IGSF6"	2.539187	2.577236	2.611922	2.5509265	2.517954	2.611936	2.507155	2.59444	2.614901	2.522681	2.46867	2.425818
"IGSF8"	5.613811	5.578039	5.783127	6.07313	5.872614	5.764721	5.81206	5.501885	5.348086	6.530376	6.496879	6.61673
"IGSF9"	6.950373	6.49154	6.377468	6.926809	6.874875	6.771423	4.829869	4.892879	4.946507	8.318701	8.326804	8.308275
"IGSF9B"	4.4057375	4.3858645	4.4061235	4.654434	4.475265	4.6128575	4.035425	4.152965	3.911218	4.2430285	4.364453	4.186438
"IHH"	3.9856235	3.874524	3.9365635	3.957426	3.9633315	4.2198165	3.870519	3.8486345	3.5237095	3.791794	3.8374065	3.7033315
"IK"	10.41827	10.12956	10.16321	10.17904	10.13059	10.08038	8.840997	8.861971	8.933495	8.992129	8.965466	9.047397
"IK /// TMCO6"	6.576894	6.412931	6.264238	6.408613	6.203947	6.263842	5.658796	5.70377	5.613746	6.433733	6.383729	6.354896
"IKBIP"	7.396606	7.87949066666667	7.60783866666667	6.810928	6.89392133333333	6.694749	7.66692366666667	7.66492533333333	7.60227466666667	6.03523966666667	5.94348633333333	6.03894066666667
"IKBKAP"	7.469051	7.208407	7.288451	7.615052	7.62134	7.492644	7.0916995	7.1747455	7.0818345	7.762657	7.8271365	7.8320845
"IKBKB"	5.95662666666667	5.734134	5.73125466666667	6.04216966666667	5.98148766666667	5.97871966666667	6.80624933333333	6.837051	6.81450366666667	6.372885	6.233204	6.15204133333333
"IKBKE"	6.14284	5.9816315	5.9974715	4.998403	4.823803	5.1064155	6.098853	6.075144	6.104351	5.5081305	5.5593115	5.5883925
"IKBKG"	7.770324	7.3539595	7.595174	7.4624265	7.3727175	7.368788	7.6684565	7.5888005	7.632927	6.979855	6.934521	7.0526415
"IKZF1"	4.96571344444444	4.96624844444444	5.033441	5.46701777777778	5.56452433333333	5.49149577777778	3.99814888888889	3.92556788888889	3.96709822222222	3.88360911111111	3.76643955555556	3.84162944444444
"IKZF2"	4.258731	4.093713	4.113321	3.45927633333333	3.175831	3.49807866666667	4.36786466666667	4.23416566666667	4.15720466666667	3.205713	3.25286466666667	3.30859266666667
"IKZF3"	3.47160766666667	3.253734	3.381137	3.34744866666667	3.292894	3.25614733333333	3.419998	3.427074	3.63067033333333	3.47540366666667	3.42049866666667	3.42015933333333
"IKZF4"	5.521639	5.35562325	5.318283	5.57157225	5.4980035	5.47136875	5.6790465	5.7131565	5.7340445	5.472039	5.5170065	5.50123125
"IKZF5"	6.073128	6.556502	6.391725	6.519162	6.56207	6.5099205	6.0543185	6.1608625	6.1653055	6.3319625	6.2350235	6.2128085
"IL10"	2.839151	2.663912	2.96658	2.623242	2.530516	2.887221	2.729091	2.795039	2.731501	2.845315	2.839151	2.775285
"IL10RA"	3.853326	4.148699	3.850652	3.608689	3.940892	4.24407	3.865347	3.873341	4.115713	6.710657	6.43481	6.458326
"IL10RB"	8.367424	8.285646	8.115158	7.606127	7.679827	7.597672	8.067579	8.031281	8.031554	8.214783	8.254517	8.359316
"IL10RB-AS1"	2.820259	2.996356	3.3092045	3.079792	3.4518465	3.334134	3.0405385	3.1613015	3.2938645	3.165728	3.355635	3.12305
"IL11"	4.725225	4.410392	4.572246	4.5783245	4.5783475	4.563629	6.263135	6.2315195	6.435286	4.340025	4.2517295	4.271291
"IL11RA"	6.147731	5.909878	6.0173185	6.20765	6.185495	6.1950715	4.860709	4.8070215	4.977825	5.085854	5.1360625	5.0795775
"IL12A"	3.092737	3.124802	3.379201	2.600304	2.945403	2.793224	3.323885	3.016786	3.297411	3.424479	3.381265	3.123432
"IL12A-AS1"	2.761906	2.997244	3.266693	3.068298	2.862242	3.246302	3.031801	2.858548	2.891223	2.780676	2.839151	3.273611
"IL12B"	1.971344	1.889688	2.07139	2.067383	1.807238	1.847174	1.834439	1.975234	2.138453	1.925196	1.848643	1.894928
"IL12RB1"	3.73799733333333	3.84489033333333	4.060129	3.878099	3.95144233333333	3.965423	3.77338433333333	3.930073	3.900611	3.880019	3.90597433333333	3.812138
"IL12RB2"	2.334824	2.132962	2.496418	2.403618	2.04641	2.164664	2.40866	2.443632	2.346467	2.531208	2.198907	2.145463
"IL13"	4.963134	5.198487	5.500412	5.160913	5.153548	5.286462	4.912813	4.90265	4.783765	4.842646	4.758875	4.849575
"IL13RA1"	7.8244105	7.662656	7.4755355	6.01691425	6.12482325	5.9671965	9.97190425	10.01428625	9.96266775	2.51601025	2.82317675	2.5941975
"IL13RA2"	4.18097	4.29849	3.981212	2.839382	2.88212	2.319576	12.84394	12.78442	12.77287	5.163512	5.498534	5.205024
"IL15"	6.6066745	7.007514	6.252461	2.233453	2.1730775	2.3331095	2.359435	2.336804	2.2953305	2.172021	2.4028735	2.2875445
"IL15RA"	5.058708	5.149534	5.277482	4.015974	4.261381	4.166279	4.642333	4.550031	4.41955	3.92557	4.036279	4.22192
"IL16"	3.50434133333333	3.77424066666667	3.791764	3.82551466666667	3.75666866666667	3.90631966666667	3.78342566666667	3.55145566666667	3.78772033333333	3.611102	3.61088066666667	3.586639
"IL17A"	2.6244285	2.581962	2.389871	2.7261795	2.5318015	2.529621	2.545243	2.699731	2.5167505	2.684971	2.693989	2.66591
"IL17B"	4.091104	3.975782	3.556273	3.501465	3.637671	3.411974	3.730172	3.984629	4.092068	3.280389	3.393486	3.33487
"IL17C"	5.534207	5.119184	5.445033	5.065569	5.48824	5.400202	5.614891	5.558336	5.422362	5.543514	5.725248	5.656276
"IL17D"	5.425149	5.126984	4.971094	4.219883	3.733074	4.465548	7.130117	7.107831	7.082545	5.424837	5.579297	5.578598
"IL17F"	3.033865	2.993788	3.291762	3.025267	3.150341	3.439774	3.088989	2.95341	2.952927	2.993974	3.256201	3.135847
"IL17RA"	6.08434675	6.07252175	6.08964175	5.95100125	6.02319725	5.969419	6.45998375	6.4706195	6.4914505	7.19953475	7.25568425	7.19255775
"IL17RB"	7.465665	7.13347666666667	7.12788066666667	8.41972633333333	8.48212633333333	8.358926	5.94332433333333	6.05838133333333	6.069657	9.52977	9.540776	9.54352733333333
"IL17RC"	5.161733	5.412008	5.537283	5.40173466666667	5.37807833333333	5.40056966666667	5.58913866666667	5.616261	5.59735033333333	5.17733666666667	5.26504366666667	5.207806
"IL17RD"	5.1354775	4.9695525	4.808107	5.366595	5.4229885	5.3558595	6.1891225	6.30028	6.0594335	3.33524	3.238112	3.4274325
"IL17RE"	4.101225	4.2215035	4.548677	4.2125435	4.456956	4.579821	3.525235	3.811248	3.681685	3.950864	3.479515	3.7095465
"IL18"	2.239727	2.235036	2.391072	2.220028	2.047987	1.982811	2.578059	2.788961	2.792736	2.308446	2.282325	2.35201
"IL18BP"	5.00167733333333	4.97122533333333	5.10494366666667	4.884407	4.92245033333333	4.880792	5.10234833333333	4.90556533333333	5.04229766666667	5.45359766666667	5.40835066666667	5.54256466666667
"IL18R1"	3.192494	2.190887	2.433595	2.413427	2.192043	2.432241	5.186069	5.179775	5.212092	2.271048	2.305772	2.559557
"IL18RAP"	3.68106	3.729732	3.744968	3.897364	3.417331	3.884218	4.038084	3.951775	3.852018	3.939432	4.02295	3.635355
"IL19"	2.957045	3.578737	3.613606	3.417929	3.601368	3.567441	3.62576	3.948802	3.943675	3.831088	3.601063	3.767587
"IL1A"	3.333998	3.278509	3.32121	3.5023635	3.547519	3.4557685	3.2162635	3.146003	2.865222	3.2501605	3.08533	3.14926
"IL1B"	4.7016415	4.8740665	4.8225415	4.1595935	4.0728965	4.321145	5.173839	4.9924735	4.9423185	4.2119285	4.4571915	4.28261
"IL1F10"	3.877623	4.073887	3.695788	3.786553	4.165984	4.309254	3.914859	3.979474	4.073092	3.979474	3.72848	3.882115
"IL1R1"	5.424652	5.6458375	5.5517915	3.357839	3.324712	2.995715	7.2029335	7.0209375	7.36263	2.758801	2.933651	2.807514
"IL1R2"	3.2814855	2.8139765	3.2738945	2.9559435	2.9380545	3.063144	4.765295	4.8636135	4.8957885	2.908055	2.904368	2.803335
"IL1RAP"	6.060906	6.010169	5.820639	3.8196125	3.8118645	3.7004145	7.024605	7.1893195	7.178706	6.58403	6.4242915	6.3030145
"IL1RAPL1"	3.3096065	3.1569125	3.1733395	3.1097345	3.0403975	3.177857	3.375707	3.4658545	3.4660555	3.2423265	3.293583	3.397062
"IL1RAPL2"	3.518221	3.610653	3.439288	3.469314	3.6649	3.699902	3.963484	3.754985	3.593501	3.759742	3.525376	3.583538
"IL1RL1"	4.11411725	4.24908625	4.30955075	4.1675785	4.14215275	4.24665325	4.51471475	4.48583275	4.2408075	4.3068485	4.20272425	4.29687075
"IL1RL2"	3.940967	3.901285	3.83207	3.608424	3.799058	3.890363	4.586513	4.534845	5.120375	3.581474	3.600838	3.825922
"IL1RN"	3.3351316	3.4851702	3.5693284	3.432533	3.5319372	3.530094	3.5552842	3.5529936	3.569908	3.380759	3.4678668	3.5049518
"IL2"	2.411312	2.181885	2.501702	2.770415	2.273981	2.505714	2.257273	2.561287	2.676552	2.300777	2.317537	2.324926
"IL20"	2.918437	2.97249	3.063424	2.818123	2.987794	2.927654	3.240504	2.664457	3.18569	2.724813	2.94844	2.975443
"IL20RA"	5.02021366666667	4.88047766666667	4.985968	5.84026633333333	5.684741	5.735309	3.33046666666667	3.49031833333333	3.47535266666667	3.40167533333333	3.343513	3.32878566666667
"IL20RB"	5.021009	4.556205	4.831644	4.890206	4.987068	4.879919	4.399405	4.368438	4.026381	3.834775	3.846486	4.103888
"IL21"	3.062495	3.446695	3.574155	3.510091	3.741057	3.587693	3.446389	3.544636	3.591015	3.438789	3.492587	3.482611
"IL21R"	4.65017233333333	4.50481166666667	4.44197066666667	3.33853566666667	3.150237	3.285664	3.398461	3.49549633333333	3.51876266666667	3.74882333333333	3.76108366666667	3.717437
"IL21R-AS1"	4.972201	5.08531	5.325666	5.041953	5.038173	5.187421	4.847921	4.930913	5.163363	5.105034	4.951818	5.20936
"IL22"	3.0470595	3.194103	3.368413	3.186571	3.363319	3.246107	3.3150905	3.454987	3.246693	3.096878	3.1362115	3.0862345
"IL22RA1"	4.398101	4.226417	4.058503	4.125414	4.130142	4.211845	3.996894	3.957402	3.802894	4.334626	4.305839	4.37388
"IL22RA2"	2.610882	2.476744	2.508635	2.38006	2.390841	2.419251	2.213071	2.344896	2.319576	2.335793	2.244118	2.291821
"IL23A"	5.040521	4.866409	4.74675	5.247832	5.106278	4.886301	4.38924	4.35736	4.632853	4.77198	4.937683	4.699607
"IL23A /// TCRBV10S1P /// TRBV21-1 /// TRBV21-1"	2.699359	3.180898	3.232492	3.134439	3.235864	3.26601	3.192254	3.311825	3.173441	3.208569	2.921635	3.168937
"IL23A /// TCRBV11S1A1T /// TRBV25-1 /// TRBV25-1"	2.516776	2.249388	2.355831	2.284402	2.266344	2.070676	2.011058	2.18953	2.059003	2.067015	2.056025	2.044276
"IL23A /// TCRBV6S2A1N1T"	2.384033	2.546444	2.794182	2.426168	2.486218	2.720737	2.475386	2.339849	2.598257	2.459057	2.5113	2.530164
"IL23R"	2.987689	2.9136675	3.0889355	2.8318495	2.8723455	2.8975155	2.587917	2.6829885	2.7537625	2.721407	2.7724695	2.8420955
"IL24"	3.638121	4.42302	4.066818	3.638121	3.9222	4.382951	4.086578	3.930054	4.178099	3.781719	3.959805	3.807562
"IL25"	4.311512	4.545619	4.516151	4.740346	4.625983	4.829593	4.574572	4.485267	4.436181	4.591661	4.473858	4.120934
"IL26"	7.3124	7.519943	7.445683	2.309513	2.398326	2.00286	4.404417	4.288632	3.917689	1.967396	2.155782	2.345252
"IL27"	4.473025	4.389727	4.602175	4.524697	4.612211	4.511243	4.489057	4.37388	4.646567	4.730851	4.813476	4.486659
"IL27RA"	5.388991	5.297747	5.4389	5.20314466666667	5.26664266666667	5.13134533333333	4.82591233333333	4.865061	5.03140366666667	5.96180966666667	5.94567733333333	5.870676
"IL2RA"	3.6604565	3.6484805	3.8184725	3.6785155	3.4983535	3.52767	3.5087115	3.7115345	3.6971635	3.5638715	3.516907	3.825165
"IL2RB"	4.711471	4.620655	4.49509	4.745261	4.681839	4.563522	4.631844	4.328391	4.117702	4.732667	4.843781	4.772486
"IL2RG"	2.501899	2.901455	2.911488	2.912538	2.841913	3.193804	2.954773	2.989492	2.859043	2.938047	3.06429	2.935652
"IL3"	2.4829	2.684174	2.683392	2.59253	2.425779	2.612583	2.702713	2.702243	2.308418	2.824024	2.382174	2.526191
"IL31RA"	2.39232233333333	2.46487666666667	2.43788666666667	2.49288466666667	2.58265133333333	2.48230366666667	2.60334233333333	2.618144	2.65285133333333	2.470352	2.49788966666667	2.55838833333333
"IL32"	5.296453	4.880356	4.819239	3.794439	3.339579	3.655151	5.715303	5.593639	5.497271	3.327433	3.079508	3.567722
"IL33"	2.74512	2.190176	2.304322	2.051783	2.158181	2.190887	9.042015	9.033121	8.727018	2.016252	1.976044	2.237275
"IL34"	6.7069	5.982796	6.000704	6.499012	6.302324	6.315102	5.625807	5.68342	5.674454	5.693223	5.82343	5.703235
"IL36A"	3.504703	3.141986	3.389237	3.501716	3.384907	3.48203	3.193583	2.961789	3.302334	2.986839	2.87935	3.137407
"IL36B"	2.5593155	2.684202	2.580078	2.6598185	2.5129295	2.7097895	2.6477045	2.6452885	2.5083985	2.4722935	2.435538	2.498324
"IL36G"	3.246506	2.776307	2.612459	3.279325	2.993028	3.063557	3.44196	3.075641	3.164953	2.991204	3.226045	2.765718
"IL36RN"	2.937053	3.136595	3.180711	3.1183	3.135847	3.329249	3.159296	3.067073	3.24714	3.164057	3.188338	3.149753
"IL37"	3.407052	3.4106275	3.474105	3.3629375	3.4985745	3.667188	3.6559865	3.788504	3.6406105	3.642515	3.527675	3.5729585
"IL3RA"	4.545938	5.156319	5.18673	5.122385	5.49834	5.381598	4.961526	4.944325	5.013148	4.939054	4.777045	4.839591
"IL4"	2.760477	2.332031	2.567368	2.6373755	2.257317	2.2223605	2.541124	2.6720365	2.5826585	2.3969435	2.614854	2.5471455
"IL4I1"	5.760536	5.711411	5.59211	4.905339	4.925873	4.326571	4.537475	4.413316	4.320638	3.796086	3.94407	3.863643
"IL4I1 /// NUP62"	3.796046	4.135279	4.002904	3.966282	4.485009	3.89444	3.912437	3.609107	3.657264	3.657264	3.551528	3.727927
"IL4R"	7.967865	7.436859	7.546838	7.48705	7.3344	7.405995	7.721072	7.700368	7.869409	6.258272	6.416747	6.283283
"IL5"	2.993385	2.390714	2.419959	2.559652	2.24422	2.633256	1.992449	2.297031	2.427857	2.24858	2.458844	2.153612
"IL5RA"	2.7367145	2.90019325	3.0175065	2.9275055	2.8963465	2.9801635	2.98132025	2.80519325	2.90861925	2.84796375	2.9881185	2.8647695
"IL6"	7.043274	6.227611	6.131045	2.911381	3.148268	2.96276	3.86456	3.89428	4.011395	2.83915	2.739006	2.878945
"IL6R"	4.05009233333333	4.148555	4.19000966666667	4.18526466666667	4.04690333333333	4.09174166666667	4.628534	4.61675566666667	4.685032	4.09803733333333	4.04177066666667	3.88145266666667
"IL6ST"	6.00605957142857	6.04555585714286	6.06375342857143	5.23214242857143	5.25249528571429	5.22192085714286	7.19783442857143	7.25690942857143	7.24117471428571	5.70583028571429	5.69762614285714	5.64353571428571
"IL7"	3.150572	3.345905	2.828177	2.261064	2.403923	2.186693	5.190384	5.061105	4.93038	2.227023	2.067867	2.11023
"IL7R"	8.1579165	7.676346	7.489589	3.8670595	3.6624475	3.9062765	5.5045275	5.7967035	5.6363095	3.671159	3.7280535	3.7462715
"IL9"	2.19259	2.074144	2.060329	2.184774	2.083667	2.141428	2.359166	2.349548	2.151837	2.53923	2.165716	2.188133
"IL9R"	3.8525255	3.9634345	4.0722765	4.296918	4.079284	4.2687455	3.961221	4.166976	4.0676025	3.772733	3.9449455	3.6712935
"ILDR1"	3.4079245	3.527049	3.517057	3.548485	3.333597	3.560313	3.657766	3.5184325	3.6178675	3.5293555	3.4848	3.426453
"ILDR2"	4.1070575	4.300412	4.08511	2.9162165	2.8775035	2.7044645	3.3334775	3.2307435	3.232823	5.600479	5.3158495	5.2769375
"ILF2"	11.94055	11.89814	11.78342	12.01905	12.01484	12.02892	11.79806	11.82821	11.86813	11.89736	11.87036	11.91899
"ILF3"	9.9420492	9.908398	9.8600522	10.2173556	10.182705	10.2000132	9.2643104	9.2788218	9.2868038	9.5604206	9.5584012	9.5616598
"ILF3-AS1"	8.068689	7.899459	7.966362	8.191027	8.117973	8.052923	6.293067	6.441269	6.337712	6.837829	6.788487	6.796031
"ILK"	9.178504	9.089929	9.126137	8.77347	8.771083	8.774385	9.812613	9.770463	9.794785	9.954073	9.976075	10.01401
"ILKAP"	8.499023	8.267076	8.384352	8.619871	8.57709	8.590143	8.268249	8.305344	8.307415	9.537258	9.510083	9.564814
"ILVBL"	6.84434	6.64894266666667	6.582861	6.738194	6.68763866666667	6.672435	6.47348766666667	6.49941233333333	6.48257733333333	6.549845	6.626181	6.66031466666667
"IMMP1L"	7.7574175	8.057608	7.895715	8.6291	8.7124285	8.5872165	6.35083	6.416693	6.3158935	8.6879495	8.6578895	8.671089
"IMMP2L"	5.170601	4.9071765	5.1295605	5.184306	5.211649	5.131886	4.986253	5.0605775	4.986484	4.4187685	4.329833	4.3491835
"IMMT"	10.15691	9.869493	9.940157	10.21696	10.13629	10.11464	9.81848	9.86758	9.902341	10.31121	10.29067	10.37458
"IMP3"	10.25519	9.873432	9.884748	10.36548	10.29974	10.28018	8.463027	8.48869	8.601699	8.496922	8.512724	8.600493
"IMP4"	8.727094	8.316408	8.470476	8.400672	8.275297	8.344496	8.391795	8.548567	8.506058	8.09433	8.074777	8.16461
"IMPA1"	9.111055	9.177773	9.103524	9.283963	9.354487	9.275968	10.01927	10.02735	9.990952	10.60871	10.5996	10.48284
"IMPA2"	9.471866	9.027492	9.050811	9.451538	9.411899	9.352322	8.224322	8.233153	8.300408	7.769857	7.74024	7.816996
"IMPACT"	7.3006835	7.5719935	7.351127	7.5880955	7.6496755	7.637703	6.9166685	6.9759465	6.897422	6.4068015	6.336221	6.326067
"IMPAD1"	6.20670133333333	6.11969283333333	6.12737333333333	6.19626333333333	6.19809183333333	6.254696	7.98287333333333	7.97078916666667	7.82148083333333	6.61330116666667	6.6312365	6.63590533333333
"IMPDH1"	7.589467	7.404262	7.457088	7.352516	7.435445	7.441926	8.100808	8.142691	8.072168	7.99579	8.015815	8.032062
"IMPDH2"	12.02694	11.81112	11.80289	11.96969	11.95101	11.93841	10.86012	10.8637	10.89117	10.54193	10.52718	10.63998
"IMPG1"	2.016017	1.909887	1.793079	1.972457	1.837314	1.913334	1.877784	2.028406	1.904106	1.931337	1.987376	1.956627
"IMPG2"	2.8948785	3.280643	3.0914685	3.1374645	3.0462955	3.033329	3.2836165	3.349904	3.071526	2.803219	2.7756785	2.915107
"INA"	6.287256	6.088881	6.199671	6.039548	5.980187	6.081427	8.017277	7.968967	8.068727	10.13256	10.1307	10.15521
"INADL"	3.22536466666667	3.27495883333333	3.27737	3.03797766666667	2.93675083333333	3.067044	3.78055583333333	3.76218366666667	3.77484433333333	4.12255116666667	4.249058	4.17972716666667
"INCENP"	6.053747	5.905631	6.039998	6.357652	5.824198	5.663748	6.252993	6.319001	6.502529	6.514647	6.503739	6.574767
